zip,geoid,state_name,county_name,city_name,aland,median_household_income,median_household_income_moe,average_household_income,average_household_income_moe,per_capita_income,per_capita_income_moe,percent_of_households_with_incomes_200000_or_more,percent_of_households_with_incomes_200000_or_more,householder_under_25_years,householder_under_25_years_moe,householder_25_to_44_years,householder_25_to_44_years_moe,householder_45_to_64_years,householder_45_to_64_years_moe,householder_65_years_and_over,householder_65_years_and_over_moe,hhi_total,hhi_lt_25k,hhi_25k_to_49k,hhi_50k_to_749k,hhi_75k_to_999k,hhi_100k_to_1490k,hhi_150k_to_1999k,hhi_200k_or_more,race_and_ethnicity_total,race_and_ethnicity_white,race_and_ethnicity_black,race_and_ethnicity_native,race_and_ethnicity_asian,race_and_ethnicity_islander,race_and_ethnicity_other,race_and_ethnicity_two,race_and_ethnicity_hispanic,population_density_sq_mi,age_total,age_female_0_to_9,age_female_10_to_19,age_female_20_to_29,age_female_30_to_39,age_female_40_to_49,age_female_50_to_59,age_female_60_to_69,age_female_70_plus,age_male_0_to_9,age_male_10_to_19,age_male_20_to_29,age_male_30_to_39,age_male_40_to_49,age_male_50_to_59,age_male_60_to_69,age_male_70_plus,median_age,educational_attainment_population_25_years_and_over,educational_attainment_no_diploma,educational_attainment_high_school,educational_attainment_some_college,educational_attainment_bachelors,educational_attainment_graduate,family_households_total,family_poverty_pct,employment_status_civilian_labor_force,unemployment_pct,housing_units,median_value_of_owner_occupied_units,households,hh_families,hh_mc_families,hh_mc_with_own_children_under_18,hh_sp_families,hh_sp_with_own_children_under_18,hh_non_families
93725,86000US93725,California,Fresno,Bowles; Calwa; Easton; Fresno; Malaga; Monmouth,"169,540,595","$47,524","$5,303","$62,029","$4,489","$16,719","$1,165",2.5%,0.8%,"$52,368","$16,540","$43,333","$8,286","$55,347","$10,000","$33,452","$7,068","6,835","1,751","1,822","1,383",772,602,331,174,"27,214","3,112",914,213,"3,509",30,238,238,"18,960",415.7,"27,214","2,475","2,336","2,302","1,770","1,169","1,732",954,"1,048","2,607","2,492","2,359","1,879","1,315","1,176",900,700,27.4,"14,938",41.5%,25.3%,23.7%,6.8%,2.7%,"5,679",23.0%,"11,585",11.8%,"7,271","$202,900","6,835","5,679","3,580","2,046","2,099","1,056","1,156"
93726,86000US93726,California,Fresno,Fresno,"16,303,393","$40,489","$2,343","$50,382","$2,945","$17,648","$1,066",0.8%,0.6%,"$26,130","$4,427","$41,793","$3,348","$43,896","$7,836","$42,372","$4,384","14,135","4,692","3,758","2,561","1,385","1,403",225,111,"42,824","11,382","3,144",191,"4,208",37,104,"1,026","22,732","6,803.1","42,824","4,048","3,158","3,947","3,314","2,010","2,101","1,613","1,539","3,551","3,051","4,128","3,238","1,762","2,177","2,016","1,171",29.2,"24,652",22.5%,25.7%,37.0%,10.2%,4.6%,"9,119",24.8%,"19,207",11.3%,"15,043","$182,600","14,135","9,119","4,415","1,894","4,704","2,961","5,016"
93727,86000US93727,California,Fresno,Fresno; Sunnyside; Tarpey Village,"83,853,380","$57,537","$2,691","$74,565","$2,404","$22,981",$764,4.1%,0.8%,"$26,310","$6,992","$66,165","$5,359","$60,126","$5,696","$42,262","$4,503","24,745","5,699","4,980","4,304","3,511","3,865","1,378","1,008","84,449","19,102","4,360",326,"20,654",115,53,"1,704","38,135","2,608.4","84,449","7,428","6,565","6,391","6,107","5,070","3,868","3,627","3,430","7,893","6,756","6,213","6,538","4,850","4,113","3,008","2,592",30.8,"49,888",21.7%,23.6%,34.8%,13.8%,6.1%,"18,823",17.6%,"37,186",8.3%,"26,166","$254,200","24,745","18,823","12,437","6,553","6,386","3,959","5,922"
93728,86000US93728,California,Fresno,Fresno,"7,922,026","$36,197","$5,010","$50,519","$4,649","$18,596","$1,836",1.7%,0.8%,"$25,842","$3,661","$38,542","$7,547","$39,375","$9,785","$27,941","$11,735","5,832","1,940","1,886",970,472,325,138,101,"16,574","4,374","1,020",95,230,74,10,176,"10,595","5,418.6","16,574","1,438","1,017","1,461","1,084",815,"1,177",624,423,"1,431",750,"2,147","1,322",790,"1,085",581,429,30.2,"10,531",30.1%,20.7%,33.8%,10.8%,4.7%,"3,347",23.2%,"8,259",14.1%,"6,309","$165,100","5,832","3,347","1,596",586,"1,751",998,"2,485"
93730,86000US93730,California,Fresno,Fresno,"20,639,294","$121,716","$18,614","$165,354","$18,129","$58,447","$6,393",23.3%,4.8%,-$1,-$1,"$130,905","$33,390","$152,772","$16,269","$71,920","$17,635","4,454",364,411,588,437,924,690,"1,040","12,770","7,471",202,0,"2,749",12,11,545,"1,780","1,602.5","12,770",801,880,464,969,865,"1,080",789,679,905,"1,008",444,735,861,698,917,675,42.1,"8,769",2.6%,11.9%,24.0%,33.2%,28.3%,"3,465",0.6%,"6,311",3.4%,"4,583","$464,200","4,454","3,465","2,956","1,294",509,198,989
93901,86000US93901,California,Monterey,Salinas,"37,859,965","$64,678","$4,065","$81,944","$4,095","$29,778","$1,594",6.1%,1.6%,"$47,569","$45,591","$65,599","$8,264","$73,713","$7,827","$54,873","$9,210","9,853","1,823","1,792","1,842","1,409","1,763",619,605,"28,194","8,863",296,42,"1,359",15,36,797,"16,786","1,928.7","28,194","2,142","1,760","2,106","1,865","1,514","1,830","1,509","1,314","2,134","1,993","2,242","2,134","1,469","1,622","1,412","1,148",34.4,"18,460",22.9%,20.7%,32.1%,15.8%,8.5%,"6,495",10.4%,"13,513",4.8%,"10,368","$490,300","9,853","6,495","4,198","1,932","2,297","1,197","3,358"
93905,86000US93905,California,Monterey,Salinas,"24,099,175","$51,472","$1,988","$63,683","$2,313","$14,913",$493,1.8%,0.6%,"$56,797","$11,355","$45,680","$3,689","$64,184","$2,602","$39,604","$7,110","13,015","2,533","3,736","2,845","1,765","1,518",379,239,"60,531","1,779",333,38,"1,433",0,6,282,"56,660","6,505.4","60,531","5,713","5,313","4,283","5,072","3,448","2,564","1,752","1,074","6,295","6,111","4,983","5,091","3,501","2,619","1,845",867,27.5,"32,509",62.0%,20.3%,12.7%,4.2%,0.9%,"11,177",21.3%,"24,985",3.8%,"13,391","$375,600","13,015","11,177","7,043","4,207","4,134","2,701","1,838"
93906,86000US93906,California,Monterey,Salinas,"33,867,681","$67,199","$3,617","$86,422","$3,901","$23,945","$1,121",5.3%,1.1%,"$37,426","$5,732","$64,782","$3,561","$87,298","$5,312","$50,458","$4,370","16,800","2,218","3,157","3,980","2,785","2,482","1,291",887,"64,348","8,947","1,228",212,"4,370",36,170,829,"48,556","4,920.9","64,348","5,287","5,273","4,802","4,803","3,768","3,727","2,646","2,192","4,569","5,427","4,726","5,297","4,280","3,339","2,453","1,759",32.1,"38,860",32.9%,25.1%,27.7%,10.5%,3.8%,"13,761",9.0%,"31,738",5.9%,"17,504","$400,800","16,800","13,761","9,844","5,075","3,917","1,962","3,039"
93907,86000US93907,California,Monterey,Boronda; Elkhorn; Prunedale; Salinas,"139,761,382","$82,520","$6,763","$102,178","$9,437","$33,186","$3,241",8.8%,2.1%,"$68,125","$18,443","$91,455","$11,907","$93,019","$9,190","$58,964","$8,006","7,380",876,"1,198","1,274","1,278","1,608",498,648,"23,299","8,298",460,54,"1,605",220,41,"1,096","11,525",431.8,"23,299","1,029","2,043","1,239","1,288","1,442","1,953","1,631","1,285","1,079","1,595","1,481","1,512","1,526","1,447","1,644","1,105",41.2,"16,082",17.5%,24.9%,34.5%,13.8%,9.3%,"5,794",7.9%,"11,806",6.0%,"7,794","$531,900","7,380","5,794","4,360","1,546","1,434",552,"1,586"
93908,86000US93908,California,Monterey,Chualar; Prunedale; Salinas,"555,790,955","$129,789","$12,804","$163,642","$11,466","$59,063","$4,561",23.0%,3.4%,"$31,959","$18,497","$132,863","$38,402","$153,056","$17,021","$94,044","$28,867","4,435",188,448,493,465,930,889,"1,022","12,398","7,713",12,0,580,56,6,253,"3,778",57.8,"12,398",884,657,437,598,704,"1,228","1,013",747,476,776,531,734,708,878,930,"1,097",48.4,"8,951",10.6%,14.6%,26.9%,28.8%,19.0%,"3,536",3.7%,"6,164",3.0%,"4,796","$803,500","4,435","3,536","3,076",996,460,222,899
93920,86000US93920,California,Monterey,,"955,396,638","$57,353","$19,209","$82,697","$25,042","$31,441","$9,903",4.0%,4.0%,-$1,-$1,"$67,857","$22,158","$84,219","$2,748","$41,198","$15,065",546,81,138,121,101,37,46,22,"1,545",863,0,0,0,0,0,0,682,4.2,"1,545",103,61,142,158,72,50,74,56,104,70,120,142,88,80,118,107,35.3,"1,049",16.3%,22.2%,28.4%,22.7%,10.4%,278,4.0%,916,7.3%,684,-$1,546,278,246,88,32,3,268
93921,86000US93921,California,Monterey,Carmel-by-the-Sea,"2,328,468","$98,313","$15,980","$130,038","$18,929","$68,400","$10,050",18.8%,5.2%,-$1,-$1,"$110,568","$17,638","$138,036","$35,644","$64,211","$16,628","1,743",173,285,265,162,337,193,328,"3,316","2,870",2,0,149,0,0,92,203,"3,688.4","3,316",95,130,36,164,230,262,260,558,0,223,73,151,165,220,299,450,57.7,"2,868",0.3%,11.8%,19.4%,36.2%,32.3%,914,0.0%,"1,254",0.1%,"3,495","$1,542,700","1,743",914,811,227,103,0,829
93923,86000US93923,California,Monterey,Carmel Valley Village; Carmel-by-the-Sea,"334,031,707","$99,955","$15,800","$164,725","$15,190","$72,347","$5,885",23.9%,3.5%,-$1,-$1,"$140,446","$74,448","$148,537","$17,919","$81,948","$8,720","5,571",663,698,771,654,829,622,"1,334","12,837","10,591",88,0,663,222,0,304,969,99.5,"12,837",480,700,78,352,792,929,"1,199","2,404",463,749,310,235,725,644,"1,087","1,690",59.6,"10,238",4.5%,10.0%,24.8%,30.0%,30.6%,"3,479",2.8%,"4,866",4.6%,"7,320","$1,163,000","5,571","3,479","2,937",814,542,279,"2,092"
93924,86000US93924,California,Monterey,Carmel Valley Village,"491,763,193","$101,761","$17,655","$158,627","$22,609","$62,771","$10,730",25.2%,6.6%,-$1,-$1,"$101,278","$34,474","$109,156","$28,387","$99,063","$33,851","2,544",243,317,355,326,409,254,640,"6,514","5,089",20,35,70,0,0,219,"1,081",34.3,"6,514",201,579,160,155,422,691,649,607,283,323,246,69,423,433,689,584,54.1,"4,955",7.4%,12.1%,33.2%,23.4%,23.9%,"1,662",4.5%,"3,245",6.8%,"3,067","$954,700","2,544","1,662","1,491",469,171,66,882
93925,86000US93925,California,Monterey,Chualar,"140,931,021","$50,750","$7,787","$73,909","$15,751","$16,545","$3,318",6.3%,5.7%,-$1,-$1,"$54,188","$13,342","$51,125","$8,596","$38,375","$10,224",430,60,152,88,7,65,31,27,"2,073",137,0,0,3,0,6,0,"1,927",38.1,"2,073",190,182,194,128,111,145,83,25,149,237,121,167,118,130,49,44,29.4,"1,148",53.5%,21.4%,15.9%,9.1%,0.2%,398,16.6%,887,2.8%,463,"$372,700",430,398,320,164,78,36,32
93926,86000US93926,California,Monterey,Gonzales,"153,442,711","$65,566","$6,401","$74,960","$5,485","$19,668","$1,662",2.1%,1.6%,-$1,-$1,"$61,548","$10,681","$73,426","$10,678","$31,425","$12,368","2,277",245,613,498,368,321,185,47,"9,171",490,31,19,267,33,0,20,"8,311",154.8,"9,171",581,786,713,717,602,397,306,229,"1,013",756,641,712,706,435,313,264,30.5,"5,194",47.2%,18.9%,24.8%,7.9%,1.2%,"1,995",8.4%,"4,087",1.8%,"2,353","$358,800","2,277","1,995","1,392",747,603,359,282
93927,86000US93927,California,Monterey,Greenfield,"683,429,924","$58,766","$6,720","$68,143","$4,976","$15,961","$1,104",1.5%,1.3%,"$79,103","$32,090","$58,487","$8,478","$63,712","$6,966","$48,862","$3,977","4,071",655,"1,048",843,759,558,146,62,"18,812","1,586",175,14,139,0,33,159,"16,706",71.3,"18,812","2,218","1,373","1,553","1,264","1,007",929,711,368,"2,024","1,586","1,565","1,382",981,788,805,258,27.6,"10,262",53.9%,23.6%,17.1%,4.2%,1.3%,"3,587",12.4%,"7,827",4.0%,"4,563","$309,200","4,071","3,587","2,344","1,226","1,243",796,484
93928,86000US93928,California,Monterey,,"49,504,330",-$1,-$1,-$1,-$1,"$33,421","$17,566",0.0%,76.9%,-$1,-$1,-$1,-$1,-$1,-$1,-$1,-$1,16,0,0,0,16,0,0,0,854,387,86,0,71,0,0,97,213,44.7,854,17,3,127,16,0,0,0,0,17,41,489,144,0,0,0,0,25.2,448,0.0%,29.5%,64.5%,6.0%,0.0%,16,0.0%,477,26.6%,25,-$1,16,16,16,16,0,0,0
93930,86000US93930,California,Monterey; San Benito,King City; Pine Canyon,"935,228,387","$54,605","$4,801","$69,465","$6,316","$19,283","$1,968",1.4%,0.8%,"$54,048","$30,341","$47,421","$8,091","$67,850","$19,305","$49,886","$17,097","4,347",576,"1,363","1,050",440,642,215,61,"17,067","2,498",144,0,241,0,0,310,"13,874",47.3,"17,067","1,511","1,479","1,052","1,077","1,139",814,616,439,"1,629","1,321","1,423","1,385","1,211",966,697,308,30.3,"9,912",51.9%,20.0%,20.4%,5.9%,1.9%,"3,613",15.4%,"7,510",2.7%,"4,721","$278,700","4,347","3,613","2,481","1,306","1,132",660,734
93932,86000US93932,California,Monterey,Lockwood,"260,812,563","$37,159","$19,257","$58,139","$21,666","$22,096","$8,332",7.0%,10.9%,-$1,-$1,"$30,192","$12,870","$73,393","$42,508",-$1,-$1,272,93,60,44,27,29,0,19,709,619,24,0,19,0,0,0,47,7.0,709,27,46,45,58,32,49,48,49,67,93,15,4,31,64,46,35,38.9,461,3.0%,48.2%,32.8%,14.3%,1.7%,169,8.3%,333,5.4%,345,"$263,300",272,169,101,14,68,54,103
93933,86000US93933,California,Monterey,Marina,"33,314,714","$66,711","$5,421","$82,607","$4,564","$30,626","$1,756",5.3%,1.3%,"$28,958","$9,126","$70,046","$8,665","$87,033","$6,547","$54,855","$8,075","9,088","1,715","1,559","1,828","1,254","1,623",625,484,"25,442","9,734","1,505",35,"3,853",341,25,"2,193","7,756","1,977.9","25,442","1,760","1,626","2,397","1,781","1,443","1,722","1,169","1,549","1,822","1,651","1,980","1,696","1,497","1,131","1,282",936,33.5,"15,948",13.2%,19.7%,34.9%,19.7%,12.6%,"5,622",8.3%,"13,268",4.9%,"9,664","$522,300","9,088","5,622","3,841","1,580","1,781",847,"3,466"
93940,86000US93940,California,Monterey,Del Rey Oaks; Monterey,"53,075,200","$85,503","$7,351","$119,664","$8,222","$52,088","$3,367",13.8%,2.2%,"$43,250","$11,895","$91,209","$4,848","$109,182","$14,958","$66,348","$4,288","13,358","1,641","2,229","2,053","1,756","2,619","1,221","1,839","32,236","21,788","1,173",78,"2,605",52,68,"1,461","5,011","1,573.1","32,236","1,522","1,327","2,658","2,026","1,697","2,064","2,331","2,563","1,551","1,538","3,069","2,501","1,598","2,246","1,803","1,742",39.8,"23,646",6.9%,11.1%,29.1%,29.2%,23.8%,"6,819",4.1%,"15,770",3.2%,"15,162","$790,500","13,358","6,819","5,585","1,998","1,234",344,"6,539"
93943,86000US93943,California,Monterey,Monterey,"439,354",-$1,-$1,-$1,-$1,-$1,-$1,-1.0%,-1.0%,-$1,-$1,-$1,-$1,-$1,-$1,-$1,-$1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0,0.0%,0.0%,0.0%,0.0%,0.0%,0,0.0%,0,0.0%,0,-$1,0,0,0,0,0,0,0
93950,86000US93950,California,Monterey,Del Monte Forest; Monterey; Pacific Grove,"7,423,611","$88,326","$3,660","$114,742","$5,524","$51,316","$2,290",12.6%,1.7%,-$1,-$1,"$89,951","$4,771","$99,890","$13,971","$73,517","$5,224","6,849",820,951,"1,100","1,057","1,294",767,860,"15,547","12,275",143,25,869,0,0,705,"1,530","5,424.1","15,547",829,688,604,988,977,"1,196","1,513","1,713",815,809,560,731,952,"1,016","1,128","1,028",48.9,"11,786",3.4%,12.9%,29.4%,28.3%,26.1%,"3,943",2.9%,"7,446",3.8%,"8,357","$856,800","6,849","3,943","3,148","1,061",795,341,"2,906"
93953,86000US93953,California,Monterey,Del Monte Forest; Pacific Grove,"20,823,664","$145,938","$16,441","$191,341","$41,829","$83,088","$19,856",32.3%,7.8%,-$1,-$1,"$227,625","$136,096","$167,500","$22,088","$132,083","$23,524","1,742",109,143,212,153,280,282,563,"4,028","2,968",47,0,619,0,0,87,307,501.0,"4,028",43,212,191,161,218,227,504,539,171,265,111,98,125,186,383,594,60.1,"3,138",2.5%,10.9%,23.4%,32.5%,30.8%,"1,196",1.3%,"1,510",5.2%,"2,845","$1,365,700","1,742","1,196","1,003",195,193,58,546
93954,86000US93954,California,Monterey,San Lucas,"94,935,975","$56,818","$13,068","$57,033","$11,434","$12,790","$3,112",0.0%,25.6%,-$1,-$1,"$56,944","$11,195","$66,500","$18,130","$17,167","$4,248",116,29,21,45,5,16,0,0,551,62,0,0,0,0,0,2,487,15.0,551,87,54,38,36,24,31,18,13,39,49,24,26,52,24,28,8,26.7,285,44.6%,32.6%,22.8%,0.0%,0.0%,97,20.6%,185,9.7%,119,"$214,700",116,97,43,28,54,28,19
93955,86000US93955,California,Monterey,Marina; Sand City; Seaside,"73,135,577","$63,832","$2,491","$80,216","$4,164","$26,435","$1,350",5.3%,1.4%,"$30,703","$6,422","$65,921","$9,341","$72,651","$7,300","$52,691","$6,981","10,823","1,761","2,457","2,023","1,483","1,815",714,570,"34,566","11,185","2,348",61,"3,352",878,88,"1,964","14,690","1,224.1","34,566","2,124","2,458","2,904","2,440","1,984","2,044","1,497","1,541","3,170","2,236","2,802","2,542","2,169","2,162","1,548",945,32.8,"22,183",19.2%,24.4%,32.8%,15.4%,8.2%,"7,338",9.4%,"16,786",6.0%,"11,749","$490,300","10,823","7,338","5,211","2,460","2,127",823,"3,485"
93960,86000US93960,California,Monterey,Soledad,"528,427,603","$63,604","$9,600","$77,460","$7,499","$15,037","$1,221",4.7%,2.7%,"$45,650","$9,097","$48,438","$8,155","$79,665","$7,584","$55,553","$7,217","4,098",469,"1,114",795,698,634,194,194,"26,966","3,737","2,417",72,449,92,0,628,"19,571",132.2,"26,966","1,275","1,845","1,109","1,214","1,347",851,461,604,"1,877","1,883","2,544","3,498","3,717","3,112","1,105",524,35.9,"18,328",40.1%,27.7%,25.3%,4.7%,2.2%,"3,397",11.5%,"7,452",2.9%,"4,442","$368,600","4,098","3,397","2,443","1,419",954,446,701
93962,86000US93962,California,Monterey,Spreckels,"316,377","$120,385","$69,516","$123,156","$28,696","$45,296","$12,235",4.7%,8.4%,-$1,-$1,-$1,-$1,"$167,586","$63,321",-$1,-$1,148,0,0,46,24,26,45,7,414,300,0,0,0,0,0,0,114,"3,389.2",414,0,32,0,0,70,8,16,62,0,17,90,12,60,7,8,32,47.8,275,0.0%,14.5%,51.3%,20.7%,13.5%,110,0.0%,263,0.0%,174,"$477,600",148,110,110,8,0,0,38
94002,86000US94002,California,San Mateo,Belmont; Redwood City,"14,662,593","$155,473","$11,486","$200,655","$10,851","$77,200","$4,501",37.1%,2.8%,-$1,-$1,"$197,639","$15,291","$188,583","$14,196","$83,304","$20,174","10,323",882,804,891,991,"1,475","1,446","3,834","27,155","14,644",281,61,"7,423",257,75,"1,117","3,297","4,796.6","27,155","1,373","1,665",993,"2,275","2,025","2,109","1,536","1,684","1,775","1,841","1,128","2,283","2,021","1,694","1,348","1,405",41.0,"19,483",4.3%,9.2%,22.0%,30.7%,33.9%,"7,369",2.2%,"14,745",3.2%,"11,038","$1,524,000","10,323","7,369","6,357","3,078","1,012",444,"2,954"
94005,86000US94005,California,San Mateo,Brisbane,"11,384,566","$112,016","$14,725","$154,184","$22,896","$63,978","$10,422",26.4%,6.5%,-$1,-$1,"$224,464","$89,287","$130,500","$29,356","$61,906","$45,556","1,892",122,261,262,205,346,196,500,"4,697","2,057",131,0,"1,506",0,20,177,806,"1,068.6","4,697",331,161,183,426,310,449,334,231,337,87,121,345,353,376,372,281,46.6,"3,667",8.3%,15.0%,21.9%,29.0%,25.8%,"1,175",5.1%,"2,723",2.6%,"1,959","$889,200","1,892","1,175",849,358,326,82,717
94010,86000US94010,California,San Mateo,Burlingame; Hillsborough; Millbrae,"30,667,767","$152,388","$10,467","$241,645","$12,906","$92,111","$5,050",39.2%,2.4%,"$50,699","$22,264","$159,012","$12,679","$201,531","$13,468","$101,286","$13,025","16,062","1,108","1,362","1,466","1,331","2,615","1,880","6,300","42,760","23,065",491,0,"12,315",59,203,"2,252","4,375","3,611.2","42,760","2,526","2,900","2,030","2,919","3,763","3,001","2,345","2,722","2,715","2,856","1,501","2,530","3,182","2,958","2,457","2,355",41.9,"30,475",4.2%,8.9%,16.6%,35.6%,34.7%,"11,270",2.6%,"22,547",4.3%,"17,055","$2,000,001","16,062","11,270","9,729","4,759","1,541",711,"4,792"
94014,86000US94014,California,San Mateo,Colma; Daly City,"16,319,090","$90,970","$5,881","$108,995","$4,180","$33,451","$1,236",11.6%,1.6%,"$79,673","$23,489","$91,706","$7,710","$103,827","$6,915","$68,386","$11,539","14,044","1,587","2,068","1,823","2,299","2,693","1,951","1,623","49,170","4,060","1,083",52,"26,240",365,32,"1,432","15,906","7,803.7","49,170","2,023","2,378","3,816","3,673","2,751","3,392","3,173","3,502","2,172","2,471","3,975","4,393","2,836","3,342","3,050","2,223",39.5,"36,462",17.8%,20.8%,28.4%,27.0%,5.9%,"10,694",5.4%,"28,780",4.5%,"14,478","$718,100","14,044","10,694","6,927","2,535","3,767","1,182","3,350"
94015,86000US94015,California,San Mateo,Broadmoor; Daly City,"14,894,698","$95,541","$4,362","$118,781","$4,878","$39,278","$1,743",15.6%,1.6%,"$37,589","$9,650","$101,069","$9,489","$119,659","$7,440","$72,272","$9,997","20,295","2,134","2,593","3,074","2,741","4,307","2,271","3,175","65,041","10,242","2,413",77,"38,371","1,008",195,"1,996","10,739","11,309.8","65,041","2,809","2,895","5,242","4,799","3,891","4,857","4,250","4,307","2,759","2,720","5,929","5,536","4,080","4,330","3,745","2,892",39.8,"48,629",9.7%,18.6%,31.5%,30.9%,9.2%,"14,439",4.4%,"38,602",5.6%,"21,058","$821,900","20,295","14,439","10,199","3,762","4,240",901,"5,856"
94019,86000US94019,California,San Mateo,El Granada; Half Moon Bay; Moss Beach,"136,219,902","$136,758","$8,834","$192,307","$15,830","$71,770","$6,350",32.6%,3.6%,-$1,-$1,"$158,992","$44,324","$172,901","$20,601","$78,393","$21,630","7,452",636,796,756,748,"1,168",921,"2,427","20,512","13,366",87,33,"1,120",65,24,410,"5,407",390.0,"20,512",797,"1,433","1,096",895,"1,619","1,736","1,551","1,615","1,084","1,114",970,997,"1,436","1,548","1,483","1,138",46.2,"15,140",11.7%,12.7%,23.2%,29.5%,23.0%,"5,339",3.7%,"11,661",3.8%,"8,097","$1,049,400","7,452","5,339","4,490","1,435",849,322,"2,113"
94020,86000US94020,California,San Mateo,La Honda,"144,425,826","$139,219","$32,344","$166,785","$29,999","$67,014","$10,908",36.0%,10.1%,-$1,-$1,"$226,500","$92,086","$76,111","$73,232",-$1,-$1,661,60,85,102,31,94,51,238,"1,697","1,520",1,0,13,9,0,61,93,30.4,"1,697",14,21,44,116,117,134,148,113,144,24,117,123,121,138,196,127,52.2,"1,428",0.0%,12.1%,26.1%,25.3%,36.5%,390,1.8%,987,2.6%,761,"$857,400",661,390,346,83,44,0,271
94021,86000US94021,California,San Mateo,Loma Mar,"11,758,906","$177,163","$114,679","$488,201","$511,730","$104,174","$25,308",46.2%,34.8%,-$1,-$1,-$1,-$1,"$243,707","$42,961",-$1,-$1,91,0,9,0,0,14,26,42,511,441,0,0,0,0,0,0,70,112.6,511,0,0,40,17,60,145,32,26,0,39,0,16,50,45,41,0,53.1,432,11.3%,25.2%,17.1%,28.2%,18.1%,29,0.0%,424,5.9%,91,"$717,900",91,29,29,0,0,0,62
94022,86000US94022,California,Santa Clara,Los Altos; Los Altos Hills; Palo Alto,"45,250,599","$223,859","$27,553","$347,939","$21,236","$130,324","$7,817",55.3%,3.2%,-$1,-$1,"$250,001",-$1,"$250,001",-$1,"$144,861","$16,562","7,202",426,385,341,343,904,823,"3,980","19,406","11,704",116,2,"6,026",12,65,840,641,"1,110.7","19,406",960,"1,490",540,907,"1,484","1,486","1,197","1,842","1,010","1,402",547,787,"1,416","1,530","1,166","1,642",47.8,"14,119",2.1%,4.0%,9.2%,31.7%,53.0%,"5,441",2.4%,"8,564",3.4%,"7,724","$2,000,001","7,202","5,441","4,920","2,126",521,227,"1,761"
94024,86000US94024,California,Santa Clara,Cupertino; Los Altos; Los Altos Hills; Loyola,"18,943,062","$250,001",-$1,"$344,838","$19,869","$115,518","$6,574",61.3%,2.9%,-$1,-$1,"$250,001",-$1,"$250,001",-$1,"$131,151","$19,768","7,815",278,382,336,414,843,771,"4,791","23,675","13,592",86,40,"7,375",0,59,"1,224","1,299","3,237.0","23,675","1,507","1,961",810,903,"1,997","2,036","1,574","1,673","1,221","1,764",753,725,"1,745","1,824","1,548","1,634",46.6,"16,456",1.4%,3.0%,10.5%,32.2%,52.9%,"6,775",0.9%,"11,079",3.2%,"8,073","$2,000,001","7,815","6,775","6,182","2,888",593,181,"1,040"
94025,86000US94025,California,San Mateo,Menlo Park; North Fair Oaks; West Menlo Park,"31,015,641","$161,827","$7,983","$240,726","$10,007","$85,240","$3,553",40.8%,2.2%,"$78,186","$26,430","$199,286","$20,180","$188,354","$15,168","$86,364","$21,803","15,106","1,634","1,203","1,467",978,"1,813","1,841","6,170","43,392","25,669","1,537",160,"6,212",699,163,"1,805","7,147","3,623.5","43,392","3,279","2,773","2,213","3,128","3,338","2,791","2,307","2,520","2,910","2,715","2,581","2,920","3,053","2,741","2,330","1,793",38.3,"29,425",6.6%,9.1%,15.7%,27.8%,40.7%,"10,108",4.0%,"22,462",3.8%,"16,365","$2,000,001","15,106","10,108","8,412","4,468","1,696",808,"4,998"
94027,86000US94027,California,San Mateo,Atherton; Woodside,"13,458,962","$250,001",-$1,"$511,713","$45,567","$163,010","$16,397",62.9%,4.7%,-$1,-$1,"$250,001",-$1,"$250,001",-$1,"$217,708","$63,408","2,318",139,136,68,111,194,213,"1,457","7,415","5,067",57,0,"1,617",24,10,325,315,"1,426.9","7,415",287,644,245,216,590,554,592,587,399,672,382,226,444,558,511,508,46.8,"4,988",1.6%,4.4%,11.8%,32.1%,50.1%,"1,902",1.9%,"3,191",4.6%,"2,600","$2,000,001","2,318","1,902","1,703",703,199,58,416
94028,86000US94028,California,San Mateo; Santa Clara,Ladera; Portola Valley,"39,446,508","$234,091","$51,284","$338,303","$46,401","$121,272","$15,814",57.1%,7.1%,-$1,-$1,"$250,001",-$1,"$250,001",-$1,"$132,857","$62,595","2,508",122,196,199,114,227,219,"1,431","7,125","5,875",17,3,487,0,0,306,437,467.8,"7,125",379,503,80,223,542,691,464,895,326,601,207,168,450,610,374,612,50.9,"5,110",3.7%,5.5%,11.2%,30.0%,49.5%,"1,955",0.0%,"2,920",3.2%,"2,686","$2,000,001","2,508","1,955","1,788",644,167,86,553
94030,86000US94030,California,San Mateo,Millbrae; San Bruno,"8,776,916","$128,494","$6,922","$161,177","$7,140","$58,467","$2,465",30.0%,2.3%,-$1,-$1,"$174,848","$24,152","$150,122","$17,138","$75,875","$20,345","7,976",877,725,689,902,"1,333","1,056","2,394","22,625","7,659",139,21,"11,043",8,217,968,"2,570","6,676.4","22,625","1,118","1,207","1,000","1,390","1,668","1,742","1,534","1,855","1,312","1,102","1,550","1,298","1,598","1,822","1,136","1,293",43.9,"16,919",7.0%,16.2%,24.5%,32.9%,19.4%,"5,845",5.1%,"12,184",3.5%,"8,377","$1,403,100","7,976","5,845","4,766","2,118","1,079",374,"2,131"
